cod_amm	prg_srv_amm	nome_srv	des_srv	tel_srv	uri_srv	mail_srv	tipo_mail
istsc_geic831009	2	Scuola Infanzia ROMAGNOSI	Scuola Infanzia	0108395208	www.icmarassi.gov.it	geic831009@istruzione.it	altro
istsc_geic831009	3	Scuola Primaria PAPA GIOVANNI XXIII	Scuola Primaria	010811889	www.icmarassi.gov.it	geic831009@istruzione.it	altro
istsc_geic831009	4	Scuola Secondaria LOMELLINI	Scuola Secondaria I grado	010811889	www.icmarassi.gov.it	geic831009@istruzione.it	altro
istsc_geic85000p	1	AREA GESTIONE AMMINISTRATIVA PERSONALE DOCENTE E ATA	GESTIONE GIURIDICA-AMMINISTRATIVA-ORGANIZZATIVA DEL PERSONALE	0106981051		geic85000p@istruzione.it	altro
istsc_geic85000p	2	AREA GESTIONE ACQUISTI - CONTABILITA' E PATRIMONIALE	GETSIONE DEGLI ACQUISTI E DEL PATRIMONIO - PAGAMENTI VARI	0106981051		geic85000p@istruzione.it	altro
istsc_geic85000p	3	AREA AA.GG. PROTOCOLLO E GESTIONE ALUNNI	GESTIONE ORGANIZZATIVA DEGLI ALUNNI ISCRITTI E GESTIONE ARGANIZZATIVA ATTI IN ENTRATA E USCITA	0106981051		geic85000p@istruzione.it	altro
istsc_geic854002	1	Istituto Comprensivo Maddalena - Bertani	Istituto Comprensivo Statale	0108391792	www.maddalena-bertani.gov.it	geic854002@istruzione.it	altro
istsc_geic860009	1	info_offerta_formativa	Informazioni sull'offerta formativa dell'Istituto Scolastico	010387504	https://www.icsturla.edu.it	geic860009@istruzione.it	altro
istsc_geis01600b	1	Servizio 01	Protocollo	010265305	http://www.gastaldi-abba.gov.it/new/index.php	GEIS01600B@pec.istruzione.it	pec
istsc_geis018003	1	info_offerta_formativa	Informazioni sull'offerta formativa dell'Istituto Scolastico	0108356661	http://www.majorana-giorgi.edu.it/	geis018003@istruzione.it	altro
istsc_goic800006	1	Istituto d'Istruzione Statale	Scuole dell'Infanzia, Primaria e Secondaria di I grado	048160205	http://iccormons.goiss.it/	goic800006@istruzione.it	altro
istsc_gois00900r	1	I.S.I.S. Michelangelo Buonarroti	Liceo Scientifico Michelangelo Buonarroti (GOPS009017)  Sezione Classica Monfalcone (GOPC009014)	0481410628	http://www.liceomonfalcone.it/	gois00900r@pec.istruzione.it	pec
istsc_gris01100x	1	RESPONSABILE ALLA TRANSIZIONE DIGITALE	RESPONSABILE ALLA TRANSIZIONE DIGITALE - DIRETTORE GENERALE DELLA DIREZIONE GENERALE PER I CONTRATTI, GLI ACQUISTI E PER I SISTEMI INFORMATIVI E LA STATISTICA	0658492102	https://www.miur.gov.it/web/guest/DGCASIS	DGCASIS.segreteria@istruzione.it	altro
istsc_kris00200r	1	istituto istruzione superiore 	istituto istruzione superiore 	096244430	http://www.iiscotronei.it/wps/	kris00200r@istruzione.it	altro
istsc_leee00500q	1	Scuola in Chiaro	Servizio di istruzione e formazione	0832399113	http://cercalatuascuola.istruzione.it/cercalatuascuola/ricerca/risultati?rapida=LEEE00500Q&tipoRicerca=RAPIDA&gidf=1	leee00500q@pec.istruzione.it	pec
istsc_leic824003	1	Cerca la tua scuola	Servizio di istruzione e formazione	0833548495	http://cercalatuascuola.istruzione.it/cercalatuascuola/istituti/LEIC824003/gagliano-del-capo-vito-de-blasi/	leic824003@istruzione.it	altro
istsc_leic84200l	1	Dirigenza	Ufficio Segreteria			leic84200l@pec.istruzione.it	pec
istsc_leic887006	1	Scuola in chiaro	Servizio di istruzione e formazione	0836566035	http://cercalatuascuola.istruzione.it/cercalatuascuola/ricerca/risultati?rapida=leic887006&tipoRicerca=RAPIDA&gidf=1	leic887006@istruzione.it	altro
istsc_leic89300d	1	Scuola in Chiaro	Servizio per le famiglie	0836569602	http://cercalatuascuola.istruzione.it/cercalatuascuola/istituti/LEIC89300D/galatina-polo-/	leic89300d@pec.istruzione.it	pec
istsc_leic8ae008	1	Protocollo GeCoDoc	Gestione e Conservazione Documentale	0832306011	https://www.portaleargo.it/?new=1516629109101		altro
istsc_leic8al00l	1	Uff_eFattPA	UFFICIO DI PROTOCOLLO		http://www.comprensivoalezio.it		altro
istsc_leis011005	1	ISTITUTO ISTRUZIONE SUPERIORE - RITA LEVI MONTALCINI -	Ufficio Protocollo	0833505051	leis011005@istruzione.it	leis011005@istruzione.it	altro
istsc_leis037009	1	Piattaforma E-Learning	Piattaforma E-Learning	0833865632	https://www.iissmedi.edu.it/formazione/	davide.cammarota@istruzione.it	altro
istsc_liee00700p	1	DIREZIONE DIDATTICA	V CIRCOLO E. DE AMICIS	0586862094	www.deamicislivorno.edu.it	liee00700p@istruzione.it	altro
istsc_liic803009	1	G. GIUSTI	ISTITUTO COMPRENSIVO STATALE	0565976063	19.142.184.48	LIIC803009@PEC.ISTRUZIONE.IT	pec
istsc_liis00700r	1	ALBO ON LINE	PUBBLICITA' LEGALE	0586898084	https://www.portaleargo.it/albopretorioPF3/frontend/atti.xhtml?codcli=SG20715	LIIS00700R@ISTRUZIONE.IT	altro
istsc_lois00400e	1	registro elettronico	registro elettronico a disposizione delle famiglie per valutazioni, assenze studenti, comunicazioni,prenotazione colloqui	037135115	https://volta-lo-sito.registroelettronico.com/login/?next=/home/	iisvolta@iisvolta.gov.it	altro
istsc_ltic83000l	1	donmilani	Sito web della Scuola	3476833337	http://www.icdonmilaniterracina.it/	giusydicretico@icloud.com	altro
istsc_ltic832008	1	Giuseppe Giuliano Latina	Istituto Comprensivo Statale	0773692801	http://www.icgiuliano.edu.it/	ltic832008@istruzione.it	altro
istsc_ltic832008	2	Consiglio di Istituto	Componenti		http://www.icgiuliano.edu.it/consiglio_istituto.html	ltic832008@istruzione.it	altro
istsc_ltic832008	3	Organigramma	Organizzazione		http://www.icgiuliano.edu.it/organigramma.html	ltic832008@istruzione.it	altro
istsc_ltic84300p	1	A2	ufficio protocollo	0773517163	https://www.icorsolinicencelli.edu.it	ltic84300p@pec.istruzione.it	pec
istsc_ltic854005	1	istitutocomprensivominturno1	Sito internet	07711907363	istiutocomprensivominturno1	ltic854005@pec.istruzione.it	pec
istsc_ltis00300c	1	ISISS TEODOSIO ROSSI	scuola pubblica	0773911325	www.isissteodosiorossi.it	ltis00300c@istruzione.it	altro
istsc_ltis013003	1	I.I.S. Guglielmo Marconi	Istituto d'Istruzione Superiore	0773472005	www.iis	ltis013003@istruzione.it	altro
istsc_luic81800d	1	ISTITUTO COMPRENSIVO DON LORENZO MILANI	SITO WEB	0584392386	http://www.icdonmilani-viareggio.gov.it/	luic81800d@istruzione.it	altro
istsc_lups01000c	1	LICEO SCIENTIFICO A.VALLISNERI	Scuola secondaria di secondo grado - Liceo	058358211	www.liceovallisneri.gov.it	lups01000c@istruzione.it	altro
istsc_mcic80300a	1	ISTITUTO COMPRENSIVO STATALE	SCUOLA STATALE INFANZIA PRIMARIA E SECONDARIA I GRADO	0733905644	http://www.iccaldarola.gov.it/	mcic80300a@istruzione.it	altro
istsc_mcic826003	1	www.scuolemontecassiano.gov.it	sito web d'Istituto	0733598129	http://www.scuolemontecassiano.gov.it/	mcic826003@istruzione.it	altro
istsc_mcic826003	2	Ufficio_transizione_digitale	Ufficio per la transizione al Digitale	0733598129	http://www.scuolemontecassiano.gov.it/wp-content/uploads/2019/01/Responsabile-per-la-Transione-Digitale.pdf	mcic826003@istruzione.it	altro
istsc_mcri010008	1	ClasseViva	registro elettronico per docenti e famiglie		www.ipsiacorridoni.gov.it	mcri010008@istruzione.it	altro
istsc_mcri010008	2	Segreteria Digitale	servizio di segreteria digitale per le pubbliche amministrazioni		www.ipsiacorridoni.gov.it	mcri010008@istruzione.it	altro
istsc_meic847009	1	ICLONGI	IST.COMP. LONGI	0941485153	WWW.comprensivolongi.altervista.org	meic847009@istruzione.it	altro
istsc_meic89600e	1	UFFICIO FATTURE	MAZZINI-GALLO ME	0902936258	wwwwicmazzinigallo.it	MEIC89600E@PEC.ISTRUZIONE.IT	pec
istsc_meis00900p	1	ISTITUTO SUPERIORE G. MINUTOLI	SCUOLA PUBBLICA	090685800	https://www.istitutosuperioreminutoli.gov.it/wordpress/	meis00900p@pec.istruzione.it	pec
istsc_mepc060006	1	SEGRETERIA	LICEO VITTORIO EMANUELE III	09412149	www.liceopatti.it	mepc060006@istruzione.it	altro
istsc_miic83300p	1	Ufficio di protocollazione	Protocollo generale	0296790144	https://webmail.pec.istruzione.it	miic83300p@pec.istruzione.it	pec
istsc_miic866002	1	Istituto Scolastico Comprensivo CESARE BATTISTI	scuole del primo ciclo (infanzia, primaria e secondaria)	0296468302	www.iccogliate.edu.it	mbic86600v@istruzione.it	altro
istsc_miic88200x	1	ISTITUTO COMPRENSIVO DI LACCHIARELLA	SCUOLA PUBBLICA	029008096	WWW.ICLACCHIARELLA.GOV.IT	MIIC88200X@PEC.ISTRUZIONE.IT	pec
istsc_miic8b2008	1	AI NOSTRI CADUTI	ISTITUTO COMPRENSIVO STATALE	0290933320	www.ictrezzo.gov.it	MIIC8B2008@ISTRUZIONE.IT	altro
istsc_miic8b500q	1	ISTITUTO  COMPRENSIVO STATALE	SCUOLA STATALE	0295359750	www.pozzuoloscuole.it	miic8b500q@istruzione.it	altro
istsc_miic8dl00n	1	SERVIZIO DI SEGRETERIA	SERVIZIO DI SEGRETERIA	0331569087	www.icstarra.gov.it	MIIC8DL00N@pec.istruzione.it	pec
istsc_miic8ee00g	1	MARIA MONTESSORI	ISTITUTO COMPRENSIVO - I.C. MONTESSORI BOLLATE	023502856	www.icmontessori.gov.it/	miic8ee00g@istruzione.it	altro
istsc_miis06200v	1	REGISTRO ON-LINE	GESTIONE DEI RAPPORTI SCUOLA FAMIGLIA	0362502149	https://web.spaggiari.eu/home/app/default/login.php?custcode=miii0046	miis06200v@pec.istruzione.it	pec
istsc_mipm03000t	1	LICEO G.AGNESI	ISTITUTO SUOPERIORE	0258100671	http://www.liceoagnesimilano.gov.it/new_site/	MIPM03000T@ISTRUZIONE.IT	altro
istsc_mirc12000g	1	www.ipfalck.gov.it	sito web	0222470857	http://ipfalck.gov.it/	mirc12000g@istruzione.it	altro
istsc_mitd49000q	1	ITC e PACLE E. MORANTE LIMBIATE	ITC e PACLE E. MORANTE LIMBIATE	029964933	www.morante-limbiate.it	mbtd49000l@istruzione.it	altro
istsc_mitf070009	1	ISTITUTO TECNICO INDUSTRIALE G. FELTRINELLI -	ISTITUTI DI ISTRUZIONE STATALE DI OGNI ORDINE E GRADO	028376741	www.itisfeltrinelli.it	mitf070009@pec.istruzione.it	pec
istsc_mitf30000n	1	ISTITUTO STATALE ISTRUZIONE SUPERIORE EVANGELISTA TORRICELLI	ISTITUTO STATALE ISTRUZIONE SUPERIORE EVANGELISTA TORRICELLI MILANO	0289511344	www.torricellimi.it	miis101008@istruzione.it	altro
istsc_mitf30000n	2	ISTITUTO STATALE ISTRUZIONE SUPERIORE EVANGELISTA TORRICELLI	ISTITUTO STATALE ISTRUZIONE SUPERIORE EVANGELISTA TORRICELLI MILANO	0289512647	www.torricellimi.it	miis101008@pec.istruzione.it	pec
istsc_mnic80100q	1	Sito istituzionale	Compilazione e invio istanze online attraverso il sito istituzionale		www.iccanneto.edu.it	mnic80100q@istruzione.it	altro
istsc_mnic804007	1	Istituto Comprensivo Di Volta Mantovana	Istituto Comprensivo di Volta Mantovana		https://www.icvoltamantovana.gov.it/pvw/app/MNME0024/pvw_sito.php	mnic804007@istruzione.it	altro
istsc_mnic825008	1	Sito Istituzionale	Sito Istituzionale	0376531015	www.is1suzzara.edu.it	mnic825008@pec.istruzione.it	pec
istsc_moic809003	1	ISTITUTO COMPRENSIVO GUINIZELLI	SCUOLA STATALE	059921576	http://www.http://icguinizelli-castelfrancoemilia.gov.it/	moic809003@istruzione.it	altro
istsc_mois00700g	1	Biblioteca	sistema bibliotecario intercomunale	059774050	https://www.scuolaparadisi.edu.it/pvw/app/MOII0003/pvw_sito.php?sede_codice=MOII0003&page=1995356	biblioteca@iisparadisi.istruzioneer.it	altro
istsc_mois00700g	2	Concessione in uso temporaneo e precario di locali scolastici	Regolamento concessione aule, palestre, sale riunioni, spazi esterni	059774050	https://www.scuolaparadisi.edu.it/pvw/app/MOII0003/pvw_img.php?sede_codice=MOII0003&doc=1991564&inl=1	mois00700g@istruzione.it	altro
istsc_mois00700g	3	CERTIFICAZIONI INFORMATICHE - TEST CENTRE ECDL	SEDE D'ESAME PER CERTIFICAZIONE INFORMATICA ECDL - CONVENZIONE CON AICA	059774050	https://www.scuolaparadisi.edu.it/pvw/app/MOII0003/pvw_sito.php?sede_codice=MOII0003&page=2008347	segreteria@iisparadisi.istruzioneer.it	altro
istsc_mois00700g	4	REGISTRO ELETTRONICO	Gestione area riservata dello studente (voti, assenze, prenotazione colloqui con docenti, comunicazioni e autorizzazioni famiglie...)	059774050	https://web.spaggiari.eu/home/app/default/login.php?custcode=	mois00700g@istruzione.it	altro
istsc_mois00700g	5	MODULISTICA SMART	Modulistica con accesso riservato per il personale docente e ATA - compilazione e invio dal web	059774050	https://web.spaggiari.eu/ber/app/default/compilazione_modulo.php?sede_codice=MOII0003&target=pvw	mois00700g@istruzione.it	altro
istsc_msic822004	1	istruzione	scuola infanzia primaria e secondaria di primo grado	058571923	http://iccarraraepaesiamonte.gov.it/	msic822004@istruzione.it	altro
istsc_mtic80900r	1	ISTRUZIONE PUBBLICA	SCUOLA STATALE DELL'OBBLIGO	0835629020	www.comprensivoirsina.gov.it	mtic80900r@istruzione.it	altro
istsc_naee14000a	1	Servizio Web	Portale della Scuola	0818941026	http://giugliano2defilippo.gov.it/	naee14000a@pec.istruzione.it	pec
istsc_naee14400n	1	NAEE14400N	Ministero della Pubblica Istruzione	081991348	www.1circolodidatticoischia.gov.it	naee14400n@pec.istruzione.it	pec
istsc_naic825009	1	MARIA CONTE	PROTOCOLLO		https://www.icminucci.edu.it/	naic825009@istruzione.it	altro
istsc_naic8dc00v	1	I.C. 28 GIOVANNI XXIII-ALIOTTA	Servizio di istruzione e formazione Scuola primo ciclo	0817405899	www.ic28aliotta.gov.it	naic8dc00v@istruzione.it	altro
istsc_naic8dc00v	2	Servizio 01	Protocollo 01	0817405899		naic8dc00v@istruzione.it	altro
istsc_naic8dr00t	1	I.C. CILEA MAMELI	ISTRUZIONE INFANZIA/PRIMARIA E MEDIA	0818353690	SI	naic8dr00t@istruzione.it	altro
istsc_nais00400c	1	Albo pretorio online	Albo delle comunicazioni e degli avvisi	0818555372	www.istitutostatalepitagora.edu.it	nais00400c@istruzione.it	altro
istsc_nais03900b	1	ISIS Albertini - Nola	Liceo Scientifico, Linguistico, Musicale	0815121558	http://www.liceoalbertininola.it	nais03900b@istruzione.it	altro
istsc_namm04900v	1	REGISTRO ELETTRONICO	REGISTRO ELETTRONICO		https://web.spaggiari.eu/home/app/default/login.php?custcode=NAMM0052		altro
istsc_namm04900v	2	SEGRETERIA DIGITALE	SEGRETERIA DIGITALE		https://web.spaggiari.eu/home/app/default/login.php?custcode=NAMM0052		altro
istsc_namm28400x	1	S.M.S. MASSIMO STANZIONE	scuola secondaria di I grado M. STANZIONE	0818804129	www.mediastanzionefratta.it	namm28400x@istruzione.it	altro
istsc_namm41400b	1	PagoInRete	sistema dei pagamenti online del MIUR	0815262732	http://www.scuoladiano.edu.it/	namm41400b@istruzione.it	altro
istsc_namm50900r	1	SERVIZI DI ISTRUZIONE	SERVIZI DI ISTRUZIONE	0815362468	www.scuolapascolitorreannunziata.edu.it	namm50900r@istruzione.it	altro
istsc_namm60800t	1	sms D?ovidio Nicolardi	segreteria	0815608026	https://www.dovidionicolardi.it/	namm60800t@pec.istruzione.it	pec
istsc_namm649004	1	INDICE TEMPESTIVITA'	INDICE TEMPESTIVITA' FATTURAZIONE	0817672324	WWW.PIRANDELLOSVEVO.EDU.IT	NAMM649004@PEC.ISTRUZIONE.IT	pec
istsc_naps65000r	1	Argo didUp	Accesso alla piattaforma per visionare i voti, le assenze ed i compiti assegnati in classe dai professori agli alunni		https://www.portaleargo.it/didup/		altro
istsc_nuic821006	1	INFO SITO WEB	CONTATTARE IL MANAGER DEL SITO WEB	078453125	http://www.icgavoi.edu.it/contatti/	NUIC821006@ISTRUZIONE.IT	altro
istsc_nuic86500x	1	INFO SITO WEB	SITO WEB ISTITUTO COMPRENSIVO DI ATZARA	078465196	www.comprensivoatzara.edu.it	nuic86500x@istruzione.it	altro
istsc_oric81200v	1	sito internet	ICSANVEROMILIS	078353670	www.icsanveromilis.edu.it	oric81200v@istruzione.it	altro
istsc_paic8af00b	1	BARBERA	ISTITUTO COMPRENSIVO	0918148210	http://www.icbarberacaccamo.it/index.php/home	paic8af00b@istruzione.it	altro
istsc_paic8aq003	1	ISTITUTO COMPRENSIVO - I.C.UDITORE-SETTI CARRARO	PAIC8AQ003	091205442	WWW.ICUDITORE-SETTICARRARO.GOV.IT	PAIC8AQ003@PEC.ISTRUZIONE.IT	pec
istsc_pais00700r	1	Portale Scuola Famiglia	Portale  riservato alle Famiglie	0921671453	https://www.portaleargo.it/argoweb/famiglia/common/login_form2.jsp	pais00700r@istruzione.it	altro
istsc_pais02200v	1	Istituto Istruzione Superiore Statale Jacopo Del Duca -Diego Bianca Amato	Istituto Istruzione Superiore  di secondo grado	0921421415	www.delduca-biancaamato.it	pais02200v@istruzione.it	altro
istsc_papm010003	1	ISTITUTO MAGISTRALE STATALE  CAMILLO FINOCCHIARO APRILE	ISTITUZIONE SCOLASTICA	091343509	https://www.istitutofinocchiaroaprile.gov.it	PAPM010003@ISTRUZIONE.IT	altro
istsc_paps02000l	1	ALBO - PUBBLICITA' LEGALE	ALBO ON LINE	091347266	https://www.albipretorionline.com/albopretorioPF3/frontend/atti.xhtml?codcli=SS16941&iframe=	paps02000l@istruzione.it	altro
istsc_paps02000l	2	PAGO PA	PAGO IN RETE		https://liceocannizzaropalermo.edu.it/pagamenti/	paps02000l@istruzione.it	altro
istsc_paps02000l	3	PAGO IN RETE	PAGO IN RETE		http://www.istruzione.it/pagoinrete/pagamenti.html	paps02000l@istruzione.it	altro
istsc_paps02000l	4	ACCESSO FAMIGLIE REGISTRO ELETTRONICO	SCUOLANEXT REGISTRO ELETTRONICO ACCESSO FAMIGLIE		https://www.portaleargo.it/argoweb/famiglia/common/login_form2.jsp	paps02000l@istruzione.it	altro
istsc_paps060003	1	AlboPretorioonline	Albo Pretorio on line		https://www.albipretorionline.com/albopretorioPF3/frontend/atti.xhtml?codcli=SS16944	paps060003@istruzione.it	altro
istsc_paps060003	2	Argoscuolanext	Registro Elettronico on line			paps060003@istruzione.it	altro
istsc_patd050008	1	ITET DON LUIGI STURZO	SCUOLA SECONDARIA DI SECONDO GRADO	091931656	www.itcsturzo.gov.it	patd050008@istruzione.it	altro
istsc_pdic82700n	1	ISTITUTO COMPRENSIVO STATALE DI SANT'ANGELO DI PIOVE DI SACCO	ISTITUZIONE SCOLASTICA	0495846029	www.icsantangelodipiove.gov.it	pdic82700n@istruzione.it	altro
istsc_pdic89700x	1	ISTITUTO COMPRENSIVO STATALE 1 SELVAZZANO DENTRO	I.C.S. T. ALBINONI	049720658		pdic89700x@istruzione.it	altro
istsc_pdis003009	1	SERVIZIO 1	PROTOCOLLO 10	042971235	www.portaleargo.it/sgd/	pdis003009@istruzione.it	altro
istsc_pdtd04000d	1	Servizio1	Protocollo1	0495971565	www.girardicittadella.gov.it	pdtd04000d@pec.istruzione.it	pec
istsc_perh010006	1	ISCRIZIONI ONLINE	ISCRIZIONI ONLINE	085690747	http://www.alberghierodececco.it/	perh010006@istruzione.it	altro
istsc_pgee05200n	1	PAOLA PONDI	REFERENTE IPA	0743224594		pgee05200n@istruzione.it	altro
istsc_pgic82300g	1	Servizio 1	PG-REGISTRO UFFICIALE DI PROTOCOLLO				altro
istsc_PGIC841005	1	istsc_PGIC841005	IST.COMPRENSIVO B.BONFIGLI	0756978434	https://www.bonfiglicomprensivocorciano.gov.it/	pgic841005@istruzione.it	altro
istsc_pgis03100p	1	Ufficio di Segreteria sede ITIS-IPSIA	Ufficio di Segreteria sede ITIS-IPSIA	0743222783	https://www.tecnicoprofessionalespoleto.edu.it/sito/	pgis03100p@istruzione.it	altro
istsc_pgis03100p	2	Ufficio di Segreteria sede ITCG	Ufficio di Segreteria sede ITCG	074344546	https://www.tecnicoprofessionalespoleto.edu.it/sito/	pgis03100p@istruzione.it	altro
istsc_pgpc05000a	1	Istruzione secondaria di secondo grado	Articolazione indirizzi:  classico, classico opzione IGCSE, scientifico, scientifico opzione IGCSE, scientifico opzione scienze applicate	0758554243	http://www.liceoplinioilgiovane.gov.it	pgpc05000a@istruzione.it	altro
istsc_pntd05000e	1	WEB	Portale web comunicazione		https://itsseodoricomattiussi.gov.it/	PNTD05000E@ISTRUZIONE.IT	altro
istsc_poic804004	1	Servizio Fatturazione Elettronica	Fatturazione Elettronica	0574400894	ftp://89.97.132.228	poic804004@pec.istruzione.it	pec
istsc_poic80500x	1	Servizio scolastico di istruzione e formazione pubblica	Scuola dell'infanzia, scuola primaria e scuola secondaria di I grado	0574636759		poic80500x@pec.istruzione.it	pec
istsc_pois00200l	1	UFFICIO PROTOCOLLO	UFFICIO_PROTOCOLLO		www.istitutogk.it	pois00200l@istruzione.it	altro
istsc_prps030009	1	ADRIANO	CAPPELLINI	0521282043	www.liceomarconipr.gov.it	prps030009@pec.istruzione.it	pec
istsc_ptic807009	1	GALILEO GALILEI	ISTITUTO COMPRENSIVO STATALE 	057280445	PISTOIA	ptic807009@pec.istruzione.it	pec
istsc_ptra010008	1	AOOIPSAAABIDEFRANCESCHIPACINOTTI	AREA ORGANIZZATIVA OMOGENEA IPSAAABI DE FRANCESCHI - PACINOTTI	0573402555	https://www.defranceschipacinotti.edu.it	ptra010008@istruzione.it	altro
istsc_pvic813007	1	Istituto Comprensivo Via Novaria - Villanterio	Basi dati 2017		http://trasparenza-pa.net/action/downplink.php?file_id=275393	pvic813007@istruzione.it	altro
istsc_pzic85900p	1	ISTITUTO COMPRENSIVO AD INDIRIZZO MUSICALE - scuol@2.0 -PIGNOLA	SCUOLA INFANZIA,PRIMARIA E SECONDARIA DI I GRADO	0971620301	http://www.istitutocomprensivopignola.gov.it	pzic85900p@istruzione.it	altro
istsc_pzic87000d	1	Posta Elettronica Certificata	Il servizio consente l'inoltro di documentazione all'indirizzo di Posta Certificata della Scuola	097181007		PZIC87000D@PEC.ISTRUZIONE.IT	pec
istsc_raic810006	1	BALZANI MAURIZIO	MISURE MINIME DI SICUREZZA INFORMATICA	0544530218	www.icdelmare.gov.it	mauriziobalzani@icdelmare.istruzioneer.it	altro
istsc_raic817001	1	ISTITUTO COMPRENSIVO STATALE  CARCHIDIO STROCCHI	SCUOLA 	0546634239	www.iccarchidiostrocchi.it	segreteria@carchidio-strocchi.it	altro
istsc_ratd03000r	1	I.T.E. GINANNI	SCUOLA	054436449	www.itcginanni.gov.it	ratd03000r@istruzione.it	altro
istsc_rcic80800b	1	SEGRETERIA	SEGRETERIA	0965712051		RCIC80800B@PEC.ISTRUZIONE.IT	pec
istsc_rcic826001	1	ufficio personale	fascicoli personali dipendenti	096482039		rcic826001@istruzione.it	altro
istsc_rcic826001	2	ufficio alunni	fascicoli alunni 	096482039		rcic826001@istruzione.it	altro
istsc_rcic826001	3	certificazione crediti	comunicazione certificazione crediti	096482039		rcic826001@istruzione.it	altro
istsc_rcic875006	1	SCUOLANEXT FAMIGLIE	SERVIZIO DI REGISTRO ELETTRONICO RIVOLTO ALLE FAMIGLIE	0965672052	https://www.portaleargo.it/argoweb/famiglia/common/login_form2.jsp	RCIC875006@ISTRUZIONE.IT	altro
istsc_rcic875006	2	AREA PERSONALE WEB	AREA RIVOLTA AL PERSONALE DIPENDENTE PER LA GESTIONE DELLE RICHIESTE DI ASSENZA E GENERICHE	0965672052	https://www.portaleargo.it/argopersonale/	RCIC875006@ISTRUZIONE.IT	altro
istsc_rcis03100l	1	ECDL	TEST CENTER	0964048031	http://www.iismarconisiderno.edu.it/index.php/ecdl/	marconiitc@libero.it	altro
istsc_rcpm02000l	1	UFFICIO PROTOCOLLO	UFFICIO SEGRETERIA	096420439		rcpm02000l@istruzione.it	altro
istsc_reic834005	1	LUCIANO CASELLI	RESPONSABILE DELLA TRANSIZIONE DIGITALE	0522585813	http://www.icligabue-re.gov.it/	reic834005@istruzione.it	altro
istsc_rerc01000p	1	istsc_rerc01000p	ISTITUTO ISTRUZIONE SUPERIORE	0522437981	https://www.ipsscfilippore.edu.it/	rerc01000p@istruzione.it	altro
