cod_ou	cod_amm	prg_srv_ou	nome_srv	des_srv	tel_srv	uri_srv	mail_srv	tipo_mail
UO5-01-CCIAA_BZ	cciaa_bz	1	Servizi digitali	Assistenza su fatturazione elettronica, la firma digitale, SPID, affidamenti di lavori pubblici sul portale online della Provincia (SICP) e cronotachigrafi digitali	0471945529	http://www.camcom.bz.it/it/servizi/digitalizzazione	digitalsupport@bz.legalmail.camcom.it	pec
UOC	c_m285	1	Sportello IMU	Sportello IMU - Calcolo IMU	078275740	http://servizi.egaspari.it/imu/index.aspx?cb=m285	tributi@comune.cardedu.nu.it	altro
uocom01	c_i236	1	SERVIZIO LL.PP - MANUTENZIONI	SERVIZIO LL.PP - MANUTENZIONI	0382482003	www.comune.travacosiccomario.pv.it	italo.maroni@comune.travacosiccomario.pv.it	altro
uocom01	c_i236	2	URBANISTICA - EDILIZIA - COMMERCIO - VIGILANZA	URBANISTICA - EDILIZIA - COMMERCIO - VIGILANZA	0382482003	www.comune.travacosiccomario.pv.it	italo.maroni@comune.travacosiccomario.pv.it	altro
uocom02	c_i236	1	RAGIONERIA - PERSONALE	RAGIONERIA - PERSONALE	0382482003	www.comune.travacosiccomario.pv.it	ragioneria@comune.travacosiccomario.pv.it	altro
uocom02	c_i236	2	TRIBUTI	TRIBUTI	0382482003	www.comune.travacosiccomario.pv.it	tributi@comune.travacosiccomario.pv.it	altro
uocom03	c_i236	1	DIREZIONE GENERALE - AFFARI GENERALI - SEGRETERIA - URP	DIREZIONE GENERALE - AFFARI GENERALI - SEGRETERIA - URP	0382482003	www.comune.travacosiccomario.pv.it	segreteria@comune.travacosiccomario.pv.it	altro
uocom03	c_i236	2	SOCIALI - DEMOGRAFICI - STATO CIVILE - ELETTORALE	SOCIALI - DEMOGRAFICI - STATO CIVILE - ELETTORALE	0382482003	www.comune.travacosiccomario.pv.it	anagrafe@comune.travacosiccomario.pv.it	altro
uocom03	c_i236	3	SCOLASTICI INCLUSO IL TRASPORTO	SCOLASTICI INCLUSO IL TRASPORTO	0382482003	www.comune.travacosiccomario.pv.it	servizisociali@comune.travacosiccomario.pv.it	altro
uomal2	c_e844	1	Servizi Demografici	L'Ufficio svolge le funzioni in materia di Anagrafe, Stato Civile, Elettorale, Leva e Statistica	0516620240	http://www.comune.malalbergo.bo.it/ufficio/1/3/38/ufficio-anagrafe-residenza-famiglia-convivenza	demografici.malalbergo@cert.provincia.bo.it	pec
uonov001	c_i236	1	AMMINISTRAZIONE GENERALE	AMMINISTRAZIONE GENERALE	0382482047		cdinovello@virgilio.it	altro
UOR5	c_b371	1	Servizio Elettorale	Ufficio Elettorale	0818353882	www.comunedicaivano.it/uffici-orari.html	anagelett.caivano@asmepec.it	pec
UOR5	c_b371	2	Ufficio Immigrazioni	Ufficio Immigrazioni	0818363946	www.comunedicaivano.it/uffici-orari.html	cambioresidenza.caivano@asmepec.it	pec
UOrag	c_d702	1	Settore Ragioneria	Settore Ragioneria e tributi	0813332930	http://www.comune.forio.na.it	ragioneria@pec.comune.forio.na.it	pec
UOR_3	c_d872	1	Calcolo IMU on line	Procedura personalizzata per il calcolo on line dell'IMU	0321800750	http://www.incomune.net/imudrive/d872/imudrive/index.asp	tributi@comune.galliate.no.it	altro
UOR_3	c_d872	2	TARES DRIVE	Per scaricare l'avviso TARES e il modello F24 precompilato da utilizzare per il pagamento della Tares 	0321800750	http://www.incomune.net/imudrive/d872/taresdrive/index.asp	tributi@comune.galliate.no.it	altro
UOR_7	c_d872	1	Sportello decentrato del Catasto	Servizio in collaborazione con l'Agenzia del Territorio di Novara tramite il quale privati e professionisti possono ottenere il rilascio di visure, estratti mappa e certificazioni relative alle situazioni immobiliari dell'intero territorio nazionale	0321800783		catasto@comune.galliate.no.it	altro
UOR_7	c_d872	2	Sportello Unico per l'Edilizia (S.U.E.)  	Gestione pratiche inerenti l'edilizia privata relative a permessi di costruire, denunce di inizio attivita', oneri di urbanizzazione, agibilita', certificati di destinazione urbanistica, ordinanze in materia edilizia	0321800780	http://www.cportal.it/Edilizia_Privata.aspx?CodCat=D872	urbanistica@comune.galliate.no.it	altro
UOR_7	c_d872	3	Sportello Unico Attivita' Produttive (S.U.A.P.)	Gestione delle pratiche inerenti le attivita' produttive relative a: insediamenti, trasformazioni o ampliamenti, di industrie, di artigianato, di commercio e di terziario	0321800783	http://www.technicaldesign.it/GisMasterWeb/Suap/SuapFind.jsp?IdCliente=003068	sp.unico@comune.galliate.no.it	altro
UOSSFF	c_f655	1	Servizio Tributi	Servizio Tributi	092539619	null	tributi@comune.montevago.ag.it	altro
uo_001	c_l725	1	UNITA' OPERATIVA TRIBUTI	UNITA' OPERATIVA TRIBUTI	0865906214	www.comune.venafro.is.it	m.ruzzo@comune.venafro.is.it	altro
UO_001	c_l303	1	Affari Generali - Risorse Umane - Sistemi Informativi - CED	Affari Generali - Risorse Umane - Sistemi Informativi - CED		www.comune.torrita.siena.it		altro
uo_001	c_l725	2	UNITA' OPERATIVA RAGIONERIA	UNITA' OPERATIVA RAGIONERIA	0865906217	www.comune.venafro.is.it	t.natale@comune.venafro.is.it	altro
UO_001	c_l303	2	Servizi Demografici	Servizi Demografici : Anagrafe - Stato Civile - Elettorale - leva Militare		www.comune.torrita.siena.it		altro
uo_001	c_l725	3	UNITA' OPERATIVA PERSONALE	UNITA' OPERATIVA PERSONALE	0865906212	www.comune.venafro.is.it	e.russo@comune.venafro.is.it	altro
UO_001	c_l303	3	Servizi Sociali e Culturali	Servizi Sociali e Culturali		www.comune.torrita.siena.it		altro
UO_001	c_l303	4	Polizia Municipale	Polizia Municipale 	0577688230	www.comune.torrita.siena.it	pm@comune.torrita.siena.it	altro
UO_002	c_l303	1	Lavori Pubblici e Patrimonio 	Lavori Pubblici e Patrimonio 		www.comune.torrita.siena.it		altro
UO_002	c_l303	2	Edilizia e Urbanistica	Edilizia e Urbanistica		www.comune.torrita.siena.it		altro
UO_002	c_l303	3	Sviluppo Economico - Attivita' Produttive	Sviluppo Economico - Attivita' Produttive		www.comune.torrita.siena.it		altro
UO_003	c_l303	1	Servizio Economico-Finanziario	Servizio Economico-Finanziario		www.comune.torrita.siena.it		altro
UO_003	c_l303	2	Servizio Tributi	Servizio Tributi		www.comune.torrita.siena.it		altro
uo_005	c_l725	1	UFFICIO ANAGRAFE	UFFICIO ANAGRAFE	0865906216	www.comune.venafro.is.it	anagrafe@comune.venafro.is.it	altro
uo_005	c_l725	2	UFFICIO STATO CIVILE	UFFICIO STATO CIVILE	0865906218	www.comune.venafro.is.it	s.dellaventura@comune.venafro.is.it	altro
uo_005	c_l725	3	UFFICIO ELETTORALE	UFFICIO ELETTORALE	0865906213	www.comune.venafro.is.it	g.deluca@comune.venafro.is.it	altro
UO_007	c_l303	1	Servizi Scolastici ed Educativi	Servizi Scolastici ed Educativi		www.comune.torrita.siena.it		altro
uo_009	c_l725	1	SEGRETERIA AFFARI GENERALI	SEGRETERIA AFFARI GENERALI	0865906205	www.comune.venafro.is.it	r.testa@comune.venafro.is.it	altro
uo_009	c_l725	2	UFFICIO POLITICHE SOCIALI	UFFICIO POLITICHE SOCIALI	0865906225	www.comune.venafro.is.it	politichesociali@comune.venafro.is.it	altro
UO_01	c_b807	1	Ufficio Ragioneria	adempimenti	0331980405	Ufficio Ragioneria	responabileamministrativo@comune.caronnovaresino.va.it	altro
UO_017	r_puglia	1	Programma interventi infrastrutturazione sociale e socio-sanitaria territoriale	Avvisi pubblici	0805404024	http://bandi.pugliasociale.regione.puglia.it	portale.pugliasociale@pec.rupar.puglia.it	pec
UO_017	r_puglia	2	Pugliasociale	Avvisi pubblici programma interventi infrastrutturazione sociale e sociosanitaria territoriale	0805404024	http://bandi.pugliasociale.regione.puglia.it	pugliasociale@pec.rupar.puglia.it	pec
UO_072_INN	r_puglia	1	Posta Certificata	Posta Certificata	0804670512		responsabileserviziopec@pec.rupar.puglia.it	pec
UO_072_INN	r_puglia	2	posta certifica2	posta certificata 2	0804670512		user1@pec.rupar.puglia.it	pec
UO_1	c_i240	1	1.1 Notifiche	Ufficio Notifiche	0957980093		pino.lombardo@comune.santamariadilicodia.ct.it	altro
UO_1	c_f889	1	Servizi demografici	Anagrafe, elettorale e leva			protocollo@cert.comune.nichelino.to.it	pec
UO_1	c_e085	1	Servizio Finanziario - tributi e Personale	Contabilita, Tesoreria, Programmazione economica, Tributi	0709795212	http://www.comune.gonnosfanadiga.ca.it/	l.arzedi@comune.gonnosfaandiga.ca.it	altro
UO_1	c_e085	2	Servizio AA.GG. ed Istituzionali	Organi istituzionali, Segreteria affari generali, Notifiche	0709795212	http://www.comune.gonnosfanadiga.ca.it/	l.arzedi@comune.gonnosfaandiga.ca.it	altro
UO_1	c_f889	2	Protocollo	Ufficio Protocollo			protocollo@cert.comune.nichelino.to.it	pec
UO_1	c_i240	2	1.2 Protocollo Albo Pretorio Archivio	Protocollo Albo Pretorio Archivio	0957980090	www.comune.santamariadilicodia.ct.it	protocollo@pec.comune.santamariadilicodia.ct.it	pec
UO_1	c_i240	3	1.3 Pubblica Istruzione e Beni Culturali	Pubblica Istruzione e Beni Culturali	0957980091		lella.adriano@comune.santamariadilicodia.ct.it	altro
UO_1	c_f889	3	Ced e Statistica	Centro Elaborazione Dati e Statistica			protocollo@cert.comune.nichelino.to.it	pec
UO_1	c_i240	4	1.4 Segreteria Generale	Ufficio Segreteria	0957980072		segreteriagenerale@comune.santamariadilicodia.ct.it	altro
UO_1	c_i240	5	1.5 Servizi Demografici	Ufficio Servizi Demografici	0957980037		demografici@comune.santamariadilicodia.ct.it	altro
UO_1	c_i240	6	1.6 Servizi Sociali	Ufficio Servizi Sociali	0957980095		assistentesociale@comune.santamariadilicodia.ct.it	altro
UO_1	c_i240	7	1.7 Sport Turismo Spettacolo	Ufficio Sport Turismo Spettacolo	0957980091		cettina.onorato@comune.santamariadilicodia.ct.it	altro
UO_1	c_i240	8	1.8 U.R.P.	Ufficio U.R.P.	0957980084		segreteriagenerale@comune.santamariadilicodia.ct.it	altro
UO_1	c_i240	9	1.9 Contenzioso e Contratti	Ufficio Contenzioso e Contratti	0957980085		nancy.stendardo@comune.santamariadilicodia.ct.it	altro
UO_2	c_a019	1	UFFICIO AMMINISTRATIVO	PROTOCOLLO		www.comune.accumoli.ri.it	comune.accumoli@pec.it	pec
UO_2	c_f889	1	Servizi scolastici	Servizi scolastici e infanzia			protocollo@cert.comune.nichelino.to.it	pec
UO_2	c_e085	1	Servizio Tecnico - Manutentivo - Gestione patrimonio	Lavori Pubblici, Servizi tecnologici, edilizia privata, urbanistica, SUAP, Serv. Igiene pubblica, Concessioni cimiterialil, Catasto	0709795206	http://www.comune.gonnosfanadiga.ca.it/	ingegnere@comune.gonnosfanadiga.ca.it	altro
UO_2	c_f889	2	Servizi sociali culturali e attivita produttive	Servizi sociali culturali e attivita produttive			protocollo@cert.comune.nichelino.to.it	pec
uo_3	c_i428	1	SGAte	Sistema di Gestione delle Agevolazioni sulle Tariffe Energetiche 	0709387105		servizisociali@pec.comune.sardara.vs.it	pec
UO_3	c_i240	1	3.1 Economato	Ufficio Economato	0957980015		tino.indaco@comune.santamariadilicodia.ct.it	altro
UO_3	c_e085	1	Servizi Sociali ed alla Persona	Assistenza sociali, assistenza domiciliare, Assistenza portatori di handicap, Pubblica istruzione, Alloggi edilizia residenziale pubblica, leggi di settore	0709795254	http://www.comune.gonnosfanadiga.ca.it/	c.pani@comune.gonnosfanadiga.ca.it	altro
UO_3	c_i240	2	3.2 Personale	Ufficio Gestione Personale	0957980016		personale@comune.santamariadilicodia.ct.it	altro
UO_3	c_i240	3	3.3 Ragioneria	Ufficio Ragioneria	0957980010		ragioneria@comune.santamariadilicodia.ct.it	altro
UO_3	c_i240	4	3.4 C.E.D.	Ufficio C.E.D.	0957980014		simone.tropea@comune.santamariadilicodia.ct.it	altro
UO_306	r_puglia	1	Stazione appaltante struttura tecnica provinciale Taranto	Stazione appaltante struttura tecnica provinciale Taranto	0997307229	null	ufficio.coord.stp.ta@pec.rupar.puglia.it	pec
UO_306	r_puglia	2	Stazione appaltante struttura tecnica provinciale Foggia	Stazione appaltante struttura tecnica provinciale Foggia	0881706077	null	ufficio.coord.stp.fg@pec.rupar.puglia.it	pec
UO_306	r_puglia	3	Stazione appaltante struttura tecnica provinciale Lecce	Stazione appaltante struttura tecnica provinciale Lecce	0832373250	null	ufficio.coord.stp.le@pec.rupar.puglia.it	pec
UO_306	r_puglia	4	Stazione appaltante struttura tecnica provinciale Brindisi	Stazione appaltante struttura tecnica provinciale Brindisi	0831544614	null	ufficio.coord.stp.br@pec.rupar.puglia.it	pec
UO_4	c_e085	1	Servizio Vigilanza e Demografici	Polizia locale, Polizia Amministrativa e commercio, Polizia stradale e giudiziaria, Sicurezza Pubblica, Agricoltura, Ambientale, Igienico saniataria	0709795265	http://www.comune.gonnosfanadiga.ca.it/	g.zurru@comune.gonnosfanadiga.ca.it	altro
UO_4	c_e085	2	Servizio Vigilanza e Demografici	Stato civile, Anagrafe, Aiere, Leva, Elettorato, Rilevazioni statistiche	0709795265	http://www.comune.gonnosfanadiga.ca.it/	g.zurru@comune.gonnosfanadiga.ca.it	altro
UO_6	c_f889	1	Avvocatura e ufficio contratti	Avvocatura e ufficio contratti			protocollo@cert.comune.nichelino.to.it	pec
UO_6	c_f889	2	Staff Sindaco	Staff Sindaco			protocollo@cert.comune.nichelino.to.it	pec
UO_6	c_f889	3	Trasparenza e anticorruzione	Trasparenza e anticorruzione			protocollo@cert.comune.nichelino.to.it	pec
UO_7	c_f889	1	Polizia municipale amministrativa e prot civ	Polizia municipale amministrativa e prot civ			protocollo@cert.comune.nichelino.to.it	pec
UO_7	c_f889	2	SUAP	Ufficio SUAP			protocollo@cert.comune.nichelino.to.it	pec
UO_7	c_f889	3	Risorse umane e personale	Risorse umane e personale			protocollo@cert.comune.nichelino.to.it	pec
uo_biblioteca	c_b212	1	Biblioclick	Catalogo sistema bibliotecario nord est Milano	03928931	http://www.biblioclick.it/SebinaOpac/.do	biblioteca@comune.brugherio.mb.it	altro
uo_commercio	c_b212	1	Distretto del Commercio di Brugherio	Promozione e valorizzazione del territorio	03928931	http://ducbrugherio.wordpress.com/	att.economiche@comune.brugherio.mb.it	altro
UO_CUC	c_i281	1	CENTRALE UNICA DI COMMITTENZA	CENTRALE UNICA DI COMMITTENZA IRPINIA	082723094	www.cuc-irpinia.it	cuc@pec.cuc-irpinia.it	pec
UO_SAU	crpuglia	1	servizio assemblea e assistenza agli organi	Dirigente Domenico De Giosa	0805402062	http://www.consiglio.puglia.it/dettaglio/menu/2086/Sezioni-e-servizi	servizio.assemblea@pec.consiglio.puglia.it	pec
UO_SUAP	c_e173	1	SUAP	SPORTELLO UNICO ATTIVITA' PRODUTTIVE	0815026500	http://www.comunedigricignano.ce.it/SUAP/	suapgricignanodiaversa@pec.it	pec
UPCL	irsap_0	1	Ufficio periferico	Ufficio periferico	0934532311	www.asicaltanissetta.it	caltanissetta@irsapsicilia.it	altro
UPD	c_e897	1	Ufficio per i Procedimenti Disciplinari	corrispondenza relativa a procedimenti disciplinari attivati e/o conclusi presso il Comune di Mantova, in particolare comunicazioni obbligatorie dirette alla Presidenza del Consiglio dei Ministri - Dipartimento della Funzione Pubblica e ad altri Enti, cosi' come previsto dalla normativa vigente			upd@pec.comune.mantova.it	pec
UR	c_e897	1	Settore Ambiente	ricezione e trasmissione di documentazione, bandi, comunicazioni con Pubbliche Amministrazioni (Ministeri, Regioni, Arpa, ecc.) ed altri soggetti pubblici o privati in materia ambientale e di tutela dei diritti degli animali			ambiente@pec.comune.mantova.it	pec
UR001	iacp_085	1	Entrate Patrimoniali	Gestione e riscossione canoni di locazione	0934500726		info@iacp.cl.it	altro
UR001	iacp_085	2	Contabilita'-Bilancio	Gestione finanziaria e fatturazione elettronica - Economato e Provveditorato	0934500758		g.gaeta@iacp.cl.it	altro
URB	c_e897	1	Servizio Territorio Urbanistica e Mobilita' sostenibile	ricezione e trasmissione di documentazione, bandi, comunicazioni con Pubbliche Amministrazioni (Ministeri, Regioni, ecc.) ed altri soggetti pubblici o privati in materia di pianificazione del territorio, urbanistica e pianificazione mobilita' sostenibile			territorio@pec.comune.mantova.it	pec
URB	c_e410	1	Servizio Urbanistica		0533909523	http://www.comune.lagosanto.fe.it	flavio.grigatti@comune.lagosanto.fe.it	altro
URB	c_e410	2	Servizio Edilizia		0533909523	http://www.comune.lagosanto.fe.it	flavio.grigatti@comune.lagosanto.fe.it	altro
URBA	c_e169	1	SIT	Sistema Informativo Territoriale del Comune di Greve in Chianti	0558545226	http://maps1.ldpgis.it/greve/	l.lenci@comune.greve-in-chianti.fi.it	altro
urban	c_f335	1	PRGC e Carte Tematiche Online	Servizio guidato di consultazione della cartografia di piano e delle mappe tematiche	0116401341	http://www.comune.moncalieri.to.it/servizi/territorio/sit/index_sit.html	ufficio.sit@comune.moncalieri.to.it	altro
urbanistica	c_b812	1	urbanistica	Ufficio Urbanistica	0523853731	http://www.comune.carpaneto.pc.it/servizi/Menu/dinamica.aspx?idSezione=616&idArea=8882&idCat=18008&ID=18026&TipoElemento=categoria	urbanistica@comune.carpaneto.pc.it	altro
Urbanistica	c_e591	1	SUAP	SUAP		commercio@comune.limbiate.mb.it		altro
URBANISTICA	cdtro	1	SUAP	Servizio  IV  S.U.A.P. Associato Comuni di Terre Roveresche Mondavio Monte Porzio	072197152	http://www.comune.terreroveresche.pu.it/c041070/zf/index.php/servizi-aggiuntivi/index/index/idtesto/29	suap.terreroveresche@pecitaly.it	pec
urbanistica	c_b812	2	Edilizia	Ufficio Edilizia	0523853718	http://www.comune.carpaneto.pc.it/servizi/Menu/dinamica.aspx?idSezione=616&idArea=8882&idCat=18008&ID=18026&TipoElemento=categoria	edilizia@comune.carpaneto.pc.it	altro
urbanistica	c_b812	3	Ambiente	Ufficio Ambiente Territorio	0523853737	http://www.comune.carpaneto.pc.it/servizi/Menu/dinamica.aspx?idSezione=616&idArea=8882&idCat=18008&ID=18026&TipoElemento=categoria	ambiente@comune.carpaneto.pc.it	altro
URP	c_f480	1	URP	Servizio Relazioni con il Pubblico	0898022215	http://www.comune.montecorvinopugliano.sa.it/index.php?action=index&p=542	urp@comune.montecorvinopugliano.sa.it	altro
UTC	c_e019	1	SERVIZIO TECNICO	SERVIZI LAVORI PUBBLICI EDILIZIA PRIVATA URBANISTICA ESPROPRIAZIONI	079869050	www.comune.giave.ss.it	tecnico@comune.giave.ss.it	altro
UTC	c_a343	1	AMM	Amministrazione generale	0828962003	www.comune.aquara.sa.it	protocollo.amministrazione@pec.comune.aquara.sa.it	pec
UTC	c_g391	1	SERVIZIO  DI  EDILIZIA PRIVATA E PUBBLICA	AREA EDILIZIA PRIVATA E PUBBLICA	0309959732	comune.pavone-del-mella.bs.it	facchetti.luca@pavonemella.it	altro
UTC	c_f480	1	Ufficio Tecnico Comunale	Servizio Lavori Pubblici e Urbanistici	0898022262	http://www.comune.montecorvinopugliano.sa.it	ufficiotecnico.montecorvinopugliano@pec.it	pec
utc	c_m072	1	utc	ufficio tecnico 		www.comunevisciano.na.it	utc@pec.comunevisciano.na.it	pec
UTC	c_b608	1	UFFICIO TECNICO COMUNALE	UFFICIO TECNICO COMUNALE	09744375	www.comune.cannalonga.sa.it	utccannalonga@libero.it	altro
UTC	c_a343	2	UTC	Ufficio Tecnico	0828962003	www.comune.aquara.sa.it	ufficiotecnico@pec.comune.aquara.sa.it	pec
UTC	c_e019	2	SERVIZIO SUAP	SPORTELLO UNICO ATTIVITA' PRODUTTIVE	079869050	www.comune.giave.ss.it	suap@pec.comune.giave.ss.it	pec
UTClav1	c_e448	1	urbanistica	urbanistica	0825982005		utcurbanistica.lapio@asmepec.it	pec
UTClav1	c_e448	2	tributi	tributi	0825982005		tributi.lapio@asmepec.it	pec
UTClav1	c_e448	3	lavori pubblici	lavori pubblici	0825982005		utclavoripubblici.lapio@asmepec.it	pec
UTEN	c_e897	1	Ufficio Gestione Utenze	gestione utenze gas, acqua, energia, teleriscaldamento e rifiuti		www.comune.mantova.gov.it	gestione.utenze@pec.comune.mantova.it	pec
U_2	c_i233	1	SUAP	Sportello Unico Attivita' Produttive	0823759526	http://www.impresainungiorno.gov.it/web/caserta/comune/t/I233	protocollo@pec.comunesantamariaavico.it	pec
U_4	c_i233	1	IMU	Calcolo IMU	0823759535	http://www.riscotel.it/calcimu/calcoloimu.php?comune=I233	protocollo@pec.comunesantamariaavico.it	pec
U_4	c_i233	2	Pago PA	Pago PA - Pagamenti on line		http://pagamentispontanei.servizienti.it/santamariaavico	vincenzo.morgillo@comunesantamariaavico.it	altro
